"uri","name","alternative_name","description","datatype","URIgroup","group"
"https://cropontology.org/term/CO_356:1000201","MORPHO_OIV_009","Shoot: color of dorsal side of nodes","Shoot: color of dorsal side of nodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000202","MORPHO_OIV_008","Shoot: color of ventral side of internodes","Shoot: color of ventral side of internodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000203","MORPHO_OIV_010","Shoot: color of ventral side of nodes","Shoot: color of ventral side of nodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000204","SHOOT_DIAM","Shoot diameter","Shoot diameter","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000205","MORPHO_OIV_012","Shoot: density of erect hairs on internodes","Shoot: density of erect hairs on internodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000206","MORPHO_OIV_011","Shoot: density of erect hairs on nodes","Shoot: density of erect hairs on nodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000207","MORPHO_OIV_014","Shoot: density of prostrate hairs on internodes","Shoot: density of prostrate hairs on internodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000208","MORPHO_OIV_013","Shoot: density of prostrate hairs on nodes","Shoot: density of prostrate hairs on nodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000209","MORPHO_OIV_155","Shoot: fertility of basal buds (buds 1-3)","Shoot: fertility of basal buds (buds 1-3)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000210","MORPHO_OIV_015-2","Shoot: intensity of anthocyanin coloration on bud scales","Shoot: intensity of anthocyanin coloration on bud scales","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000211","SHOOT_L","Shoot length","Shoot length","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000212","MORPHO_OIV_017","Shoot: length of tendrils","Shoot: length of tendrils","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000213","MORPHO_OIV_016","Shoot: number of consecutive tendrils","Shoot: number of consecutive tendrils","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000214","SBER_VOL_mL","Single berry volume (ml)","Single berry volume (ml)","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000215","SBER_W_g","Single berry weight","Single berry weight","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000216","SSEEDW_g","Single seed weight","Single seed weight","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000217","BERRY_SUG_g","Berry Sugar concentration","Berry Sugar concentration","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000218","MUST_SUG_g","Must Sugar concentration","Must Sugar concentration","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000219","MUST_SUG_OIV_505","Sugar content of must OIV descriptor","Sugar content of must OIV descriptor","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000220","PM_LEAF_PC","Surface of foliage attacked by Downy Mildew","Surface of foliage attacked by Downy Mildew","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000221","UN_LEAF_PC","Surface of foliage attacked by Powdery Mildew","Surface of foliage attacked by Powdery Mildew","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000222","BERRY_TART_meq","Tartaric acid concentration in the berries (Metavan.","Tartaric acid concentration in the berries (Metavan.","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000223","MUST_TART_meq","Must Tartaric acid concentration","Must Tartaric acid concentration","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000224","WINE_TART","Wine Tartaric acid concentration","Wine Tartaric acid concentration","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000225","SENESC_OIV_306","Autumn coloration of leaves","Autumn coloration of leaves","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000226","BUDB_OIV_301","Time of bud burst","Time of bud burst","http://www.w3.org/2001/XMLSchema#string","http://vitis-explorer.inrae.fr/id/variablesGroup/agro","Agro"
"https://cropontology.org/term/CO_356:1000227","VER_OIV_303","Time of beginning of berry ripening (veraison)","Time of beginning of berry ripening (veraison)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000228","WOODM_OIV_305","Time of beginning of wood maturity","Time of beginning of wood maturity","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000229","FLO_OIV_302","Time of full bloom","Time of full bloom","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000230","MAT_OIV_304","Time of physiological stage of full maturity of the berry","Time of physiological stage of full maturity of the berry","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000231","BERRY_TA_meq","Titratable acidity in the berries (meq/l)","Titratable acidity in the berries (meq/l)","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000232","MUST_TA_meq","Must Titratable acidity","Must Titratable acidity","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000233","WINE_TA","Wine Titratable acidity","Wine Titratable acidity","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000234","MUST_TA_OIV_506","Total acid content of must","Total acid content of must","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000235","MUST_DO280","Must Total Phenolic Content (DO 280)","Must Total Phenolic Content (DO 280)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000236","WINE_DO280","Wine Total Phenolic Content (DO 280)","Wine Total Phenolic Content (DO 280)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000237","BERRY_DO280","Berry Total Phenolic Content (DO 280)","Berry Total Phenolic Content (DO 280)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000238","SO2_TOT","Total SO2","Total SO2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000239","TSS","Total soluble solids","Total soluble solids","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000240","SHOOT_G_OIV_351","Vigor of shoot growth","Vigor of shoot growth","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000241","MORPHO_OIV_101","Woody shoot: cross section","Woody shoot: cross section","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000242","MORPHO_OIV_106","Woody shoot: erect hairs on internodes","Woody shoot: erect hairs on internodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000243","MORPHO_OIV_105","Woody shoot: erect hairs on nodes","Woody shoot: erect hairs on nodes","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000244","MORPHO_OIV_104","Woody shoot: lenticels","Woody shoot: lenticels","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000245","MORPHO_OIV_103","Woody shoot: main color","Woody shoot: main color","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000246","MORPHO_OIV_102","Woody shoot: structure of surface","Woody shoot: structure of surface","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000247","YIELD_PLANT","Yield","Yield","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000248","YIELD_OIV_504","Yield per m2","Yield per m2","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000249","MORPHO_OIV_051","Young leaf: color of the upper side of blade (4th leaf)","Young leaf: color of the upper side of blade (4th leaf)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000250","MORPHO_OIV_054","Young leaf: density of erect hairs between main veins on lower side of blade (4th leaf)","Young leaf: density of erect hairs between main veins on lower side of blade (4th leaf)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000251","MORPHO_OIV_056","Young leaf: density of erect hairs on main veins on lower side of blade","Young leaf: density of erect hairs on main veins on lower side of blade","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000252","MORPHO_OIV_053","Young leaf: density of prostrate hairs between main veins on lower side of blade (4th leaf)","Young leaf: density of prostrate hairs between main veins on lower side of blade (4th leaf)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000253","MORPHO_OIV_055","Young leaf: density of prostrate hairs on main veins on lower side of blade (4th leaf)","Young leaf: density of prostrate hairs on main veins on lower side of blade (4th leaf)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000254","MORPHO_OIV_001","Young Shoot: aperture of tip","Young Shoot: aperture of tip","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000255","MORPHO_OIV_002","Young Shoot: distribution of anthocyanin coloration on prostrate hairs of tip","Young Shoot: distribution of anthocyanin coloration on prostrate hairs of tip","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000256","MORPHO_OIV_005","Young Shoot: density of erect hairs on tip","Young Shoot: density of erect hairs on tip","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000257","MORPHO_OIV_004","Young Shoot: density of prostrate hairs on tip","Young Shoot: density of prostrate hairs on tip","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000258","MORPHO_OIV_003","Young Shoot: intensity of anthocyanin coloration on prostrate hairs of tip","Young Shoot: intensity of anthocyanin coloration on prostrate hairs of tip","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000259","NB_SHOOTS_SPURS_PLANT","Nb shoots on spurs","Nb shoots on spurs","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000260","NB_INFLO_I_PLANT","Number of inflorescences on primary shoots per plant","Number of inflorescences on primary shoots per plant","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000261","NB_INFLO_SPURS_PLANT","Number of inflorescences on spurs per plant","Number of inflorescences on spurs per plant","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000262","NB_INFLO_II_PLANT","Number of inflorescences on secundary shoots per plant","Number of inflorescences on secundary shoots per plant","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000263","NB_INFLO_NCP_PLANT","Number of inflorescences on non-count positions per plant","Number of inflorescences on non-count positions per plant","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000264","NB_SHOOT_ALL_PLANT","Total number of shoots per plant ","Total number of shoots per plant ","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000265","FERT_SPURS","Number of inflorescences per shoot on spurs","Number of inflorescences per shoot on spurs","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000266","FERT_GLOB","Number of inflorescences per shoot (all kinds of shoots)","Number of inflorescences per shoot (all kinds of shoots)","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000267","FERT_PRIM","Total number of inflorescences/number of primary shoots","Total number of inflorescences/number of primary shoots","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000268","NB_SHOOT_ALL_M2","Number of shoots (all) per m2","Number of shoots (all) per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000269","LEAF_A_PLANT","Leaf area per plant","Leaf area per plant","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000270","NB_BUDS_M2","Number of buds left after pruning per m2","Number of buds left after pruning per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000271","NB_CLUST_M2","Number of clusters per m2","Number of clusters per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000272","NB_INFLO_ALL_M2","Number of inflorescences (All) per m2","Number of inflorescences (All) per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000273","NB_NCP_M2","Number of non-count positions shoots per m2","Number of non-count positions shoots per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000275","NB_SHOOT_I_M2","Number of primary shoots per m2","Number of primary shoots per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000276","NB_SBUDS_M2","Number of sprouted buds per m2","Number of sprouted buds per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000277","NB_SHOOT_II_M2","Number of secundary shoots per m2","Number of secundary shoots per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000278","NB_INFLO_I_M2","Number of inflorescences on primary shoots per m2","Number of inflorescences on primary shoots per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000279","NB_INFLO_II_M2","Number of inflorescences on secondary shoots per m2","Number of inflorescences on secondary shoots per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000280","NB_INFLO_NCP_M2","Number of inflorescences on non count positions per m2","Number of inflorescences on non count positions per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000281","NB_INFLO_SPURS_M2","Nb inflo. spurs","Nb inflo. spurs","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000282","NB_SHOOTS_SPURS_M2","Nb shoots on spurs","Nb shoots on spurs","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000283","DM_SPOR%DISK_DIVILOV","Percentage of leaf disk coverd with downy mildew sporulation (Divilov)","Percentage of leaf disk coverd with downy mildew sporulation (Divilov)","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000284","DM_SPOR%DISK_PERESSOTTI","Percentage of leaf disk coverd with downy mildew sporulation (Perssotti)","Percentage of leaf disk coverd with downy mildew sporulation (Perssotti)","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000285","DM_HRnecrosis","Quantification of HR necrosis after DM inoculation","Quantification of HR necrosis after DM inoculation","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000286","DM_SCORE_DISK","DM rating  on leaf disks (1-5 scale)","DM rating  on leaf disks (1-5 scale)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000287","DM_SCORE_VINEYARD","DM rating on the most infected leaves (1-10 scale)","DM rating on the most infected leaves (1-10 scale)","http://www.w3.org/2001/XMLSchema#string",NA,NA
"https://cropontology.org/term/CO_356:1000288","HARVEST_DATE","Harvest date (calendar date)","Harvest date (calendar date)","http://www.w3.org/2001/XMLSchema#date",NA,NA
"https://cropontology.org/term/CO_356:1000289","HARVEST_DOY","Harvest date (Day of year)","Harvest date (Day of year)","http://www.w3.org/2001/XMLSchema#date",NA,NA
"https://cropontology.org/term/CO_356:1000290","PRUN_FW_M2","Pruning fresh weight per m2","Pruning fresh weight per m2","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000291","MUST_MAL_g","Malic acid concentration of the must (Enzym.","Malic acid concentration of the must (Enzym.","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000292","MUST_TART_g","Tartaric acid concentration of the must (metav.","Tartaric acid concentration of the must (metav.","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000294","MUST_MAL_HPLC_g","Malic acid concentration of the must (HPLC","Malic acid concentration of the must (HPLC","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000295","MUST_TART_HPLC_g","Tartaric acid concentration of the must (HPLC","Tartaric acid concentration of the must (HPLC","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000296","MUST_K_IC","Potassium concentration of the must (IC-HPLC","Potassium concentration of the must (IC-HPLC","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000297","BER_K_HPLC","Potassium concentration of the berries (IC-HPLC","Potassium concentration of the berries (IC-HPLC","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000298","BER_MAL_g","Malic acid concentration of the berries (Enzym.","Malic acid concentration of the berries (Enzym.","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000299","Berry","Berry","Malic acid concentration of the berries (HPLC","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000300","BER_TART_g","Tartaric acid concentration in the berries (Enzym.","Tartaric acid concentration in the berries (Enzym.","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000301","BER_TART_HPLC_g","Tartaric acid concentration in the berries (HPLC","Tartaric acid concentration in the berries (HPLC","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
"https://cropontology.org/term/CO_356:1000302","BER_TA_g","Titratable acidity of the berries (g/l H2SO4)","Titratable acidity of the berries (g/l H2SO4)","http://www.w3.org/2001/XMLSchema#decimal",NA,NA
